Date,Open,High,Low,Close,Adj Close,Volume
01/09/2020,203.600006,206.710007,203.009995,205.460007,203.546661,2458800
02/09/2020,205.789993,210.929993,205.369995,210.039993,208.084,3565200
03/09/2020,211.75,215.229996,205.830002,207.559998,205.62709,3533500
04/09/2020,210.889999,213.350006,205.320007,210.940002,208.975616,3668900
08/09/2020,209.509995,209.960007,201.270004,202.479996,200.594391,4574700
09/09/2020,204.190002,204.830002,202.029999,202.220001,200.336823,4681400
10/09/2020,203.729996,205.350006,199.550003,200.009995,198.1474,2510300
11/09/2020,200.240005,201.910004,198.949997,200.919998,199.048935,2376400
14/09/2020,203.300003,203.300003,200.669998,201.339996,199.465012,2756900
15/09/2020,202,202.589996,197.979996,198,196.156113,3717600
16/09/2020,198.490005,203.800003,198.070007,200.679993,198.811157,3571400
17/09/2020,198.210007,199.889999,194.509995,194.830002,193.01564,4274800
18/09/2020,195.009995,196.649994,192.380005,194.860001,193.045364,9066300
21/09/2020,189.899994,194.169998,187.470001,194,192.193375,4871300
22/09/2020,194,196.139999,188.429993,191.619995,189.835541,3355800
23/09/2020,192,192.919998,185.869995,186.119995,184.386749,3116100
24/09/2020,188.979996,197.460007,187.050003,195.110001,193.293045,5114600
25/09/2020,192.960007,195.389999,189.610001,194.949997,193.134521,3106000
28/09/2020,197.779999,201.869995,197.149994,199.070007,197.216171,3280100
29/09/2020,198.160004,198.770004,195.429993,196.789993,194.957382,2400000
30/09/2020,198.679993,203.080002,198.360001,200.970001,199.098465,3075800
01/10/2020,201.529999,203.130005,197.869995,198.550003,196.701004,2288700
02/10/2020,195.339996,200.699997,195.289993,199.899994,198.038422,2541200
05/10/2020,201.929993,202.839996,199.589996,201.800003,199.920731,2551600
06/10/2020,204.25,206.089996,199.899994,201.089996,199.217331,2833100
07/10/2020,203.899994,205,201.169998,203.600006,201.703979,2326600
08/10/2020,205.149994,208.160004,204.110001,207.979996,206.043167,2330600
09/10/2020,208.759995,209.809998,206.070007,207.539993,205.607285,3040900
12/10/2020,207.410004,214.889999,207.410004,214.119995,212.125992,3474200
13/10/2020,214.009995,214.110001,209.179993,210.809998,208.846832,3317300
14/10/2020,213.880005,214.449997,210.270004,211.229996,209.262909,7557000
15/10/2020,209.580002,210.729996,206.899994,208.600006,206.65741,4325700
16/10/2020,208.320007,210,205.809998,206.210007,204.289673,3244500
19/10/2020,207.389999,207.910004,204.589996,205.690002,203.774506,3235300
20/10/2020,206.699997,211.380005,206.470001,208.029999,206.092728,3335500
21/10/2020,207.389999,207.949997,202.009995,202.910004,201.020401,3083600
22/10/2020,203.199997,206.369995,202.199997,205.399994,203.487198,2136900
23/10/2020,206.759995,208.210007,204.020004,205.039993,203.130554,2110200
26/10/2020,202.490005,202.809998,198.509995,201.139999,199.266891,3249700
27/10/2020,200,200.589996,195.410004,195.679993,193.857712,3430400
28/10/2020,191.309998,193.369995,188.940002,189.770004,188.002762,4214600
29/10/2020,189.800003,192.350006,186.899994,189.940002,188.171188,3581200
30/10/2020,189.509995,190.399994,185.520004,189.039993,187.279556,3658800
02/11/2020,192,192.699997,188.229996,190.199997,188.428757,2459600
03/11/2020,193.940002,199,193.220001,197.929993,196.086761,4545500
04/11/2020,196.25,200.820007,194.899994,197.869995,196.027328,3868500
05/11/2020,199.649994,204.119995,199.059998,202.960007,201.069946,2892800
06/11/2020,204.339996,204.389999,200.419998,201.259995,199.385757,2475100
09/11/2020,214.490005,218,209.369995,214.929993,212.928452,6960500
10/11/2020,215.25,218.380005,211.179993,217.470001,215.444809,4166500
11/11/2020,218.639999,219.919998,215.029999,218.050003,216.019409,2680700
12/11/2020,215.220001,216.860001,212.399994,214.509995,212.51236,3005500
13/11/2020,215.850006,220.960007,215.410004,219.080002,217.03981,2832100
16/11/2020,223.529999,224.600006,220.029999,222.380005,220.309082,3004700
17/11/2020,220.020004,224.850006,218.330002,224.649994,222.557938,2722900
18/11/2020,225,227.720001,223.509995,224.300003,222.211197,2856200
19/11/2020,224.300003,224.940002,222.110001,224.570007,222.478683,1505200
20/11/2020,223,224.809998,222.630005,223.350006,221.270065,1848100
23/11/2020,226.059998,230,225.729996,228.830002,226.69902,3371300
24/11/2020,231.100006,238.119995,230.630005,237.5,235.288284,3915200
25/11/2020,235,237.449997,232.429993,236.539993,234.337219,2272800
27/11/2020,237,237.300003,233.789993,235.399994,233.207825,1050400
30/11/2020,232.050003,235,230.360001,230.580002,228.432724,2705400
01/12/2020,231.960007,234.869995,231.350006,232.080002,231.171967,2581000
02/12/2020,232.080002,238.130005,231.580002,237.649994,236.720154,2136300
03/12/2020,237.289993,238.850006,234.639999,235.470001,234.548691,2142600
04/12/2020,237.699997,239.75,236.949997,239.580002,238.642609,2373000
07/12/2020,238.539993,239.850006,235.449997,238.449997,237.517029,1788600
08/12/2020,237.009995,239.190002,236.580002,238.839996,237.905502,1371800
09/12/2020,240,245.360001,239.529999,242.820007,241.869949,3552300
10/12/2020,240,245.179993,239.509995,244.399994,243.443741,2541700
11/12/2020,240.809998,241.199997,237.100006,239.990005,239.05101,2077300
14/12/2020,243.279999,243.5,237.389999,237.789993,236.859604,1927800
15/12/2020,239.5,243.610001,237.190002,242.429993,241.481461,2348800
16/12/2020,243.559998,243.899994,241.119995,243.770004,242.816223,2400900
17/12/2020,245,245.929993,243,244.429993,243.473633,2983600
18/12/2020,245.389999,245.389999,240.559998,242.130005,241.182648,4088100
21/12/2020,250.289993,260.850006,248.759995,256.980011,255.974548,7408500
22/12/2020,256.859985,257.700012,249.800003,250.089996,249.111481,3599800
23/12/2020,251.5,260.579987,251.300003,256.450012,255.446625,3376100
24/12/2020,257.040009,257.619995,253.75,256.160004,255.157745,968100
28/12/2020,257.809998,262.649994,257,259.589996,258.57431,2793400
29/12/2020,260.26001,260.859985,256.5,258.01001,257.000519,1430900
30/12/2020,258.809998,260.649994,257.829987,259.450012,258.434875,1566500
31/12/2020,258.799988,263.929993,258,263.709991,262.678192,2043100
04/01/2021,267,267.579987,260.160004,265,263.963165,3572000
05/01/2021,263.880005,273.5,262.570007,270.929993,269.869934,4207100
06/01/2021,276.290009,288.380005,273.100006,285.549988,284.432739,6383500
07/01/2021,287.769989,295.890015,286.679993,291.649994,290.508881,4009700
08/01/2021,292,292.279999,285.059998,290.079987,288.945007,2800800
11/01/2021,286.799988,295,284.200012,293.829987,292.680328,2650100
12/01/2021,297.140015,303.980011,296.019989,302.209991,301.027557,4814400
13/01/2021,300.079987,303.720001,299.100006,302.940002,301.7547,2413800
14/01/2021,304.049988,309.410004,303.540009,307.869995,306.665405,3192200
15/01/2021,301.190002,304.859985,296.880005,301.01001,299.832275,3863700
19/01/2021,305,306.600006,293.799988,294.200012,293.04892,6727800
20/01/2021,295.820007,297.450012,287.480011,290.470001,289.333496,4792600
21/01/2021,290.450012,292.73999,288.529999,289.369995,288.237793,2517800
22/01/2021,286.690002,290.589996,285.5,289.390015,288.257751,2568800
25/01/2021,285.529999,286.350006,277.5,283.040009,281.932587,4575000
26/01/2021,283.929993,285.769989,280.079987,281.76001,280.657593,3296800
27/01/2021,276,277.369995,271.320007,273.329987,272.260559,3891800
28/01/2021,274.609985,279.829987,271.329987,275.019989,273.943939,3778700
29/01/2021,274.269989,277.399994,270.619995,271.170013,270.109039,3410500
01/02/2021,272.660004,276.799988,272,274.730011,273.65509,2324100
02/02/2021,278.320007,288.25,278,286.970001,285.847198,5195500
03/02/2021,286.609985,289.809998,285.179993,288.549988,287.42099,2712800
04/02/2021,290,295.829987,289.519989,293.75,292.600677,2994700
05/02/2021,295,297.23999,292.190002,293.5,292.351654,2937500
08/02/2021,295,300.890015,294.5,300.149994,298.975616,2826200
09/02/2021,299.600006,302.450012,297.700012,300.459991,299.284393,2071700
10/02/2021,300,305.179993,297.75,304.279999,303.089478,3213700
11/02/2021,303.980011,305.01001,299.170013,302.320007,301.137146,2159300
12/02/2021,301.98999,306.700012,301.769989,306.320007,305.12149,1976400
16/02/2021,310,312.920013,309.220001,311.959991,310.73941,2792200
17/02/2021,310.029999,314.980011,308.76001,312.73999,311.516357,2333100
18/02/2021,309.220001,314.5,307.579987,309.899994,308.687469,2093300
19/02/2021,310.230011,316.779999,310.230011,315.619995,314.385101,2749500
22/02/2021,313,320.559998,312.209991,316.869995,315.630188,3162300
23/02/2021,317.980011,320,310.579987,319.209991,317.961029,2942500
24/02/2021,320.170013,330.970001,320.100006,330.640015,329.346344,3934400
25/02/2021,333.329987,335.809998,326.290009,327.76001,326.4776,4244000
26/02/2021,325.769989,328.679993,319.040009,319.480011,318.230011,3731100
01/03/2021,325,331.040009,323.309998,329.920013,329.920013,2957800
02/03/2021,330,336.190002,329.51001,330.940002,330.940002,2849700
03/03/2021,333.679993,340.100006,333.25,334.429993,334.429993,3604200
04/03/2021,333.130005,339.76001,323.920013,329.290009,329.290009,3642900
05/03/2021,335.579987,335.579987,316.459991,327.369995,327.369995,3740200
